accident_severity,time,day_of_week,road_surface_type,light_conditions,weather_conditions,type_of_collision,area_accident_occured
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Rollover,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
0.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Raining,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Other,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Other,Daylight,Raining,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Unknown,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Rollover,Unknown
1.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Earth roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Earth roads,Darkness - lights lit,Raining,Rollover,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Unknown,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,With Train,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
0.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Unknown,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,18:40:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,4:00:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,15:55:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision, Hospital areas
2.0,Unknown,Unknown,Earth roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,16:50:00,Sunday,Earth roads,Daylight,Raining,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,10:07:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,0:45:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Unknown
2.0,17:25:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with pedestrians,Unknown
2.0,11:15:00,Thursday,Asphalt roads,Daylight,Raining,Collision with pedestrians,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,16:16:00,Tuesday,Asphalt roads,Daylight,Raining,Collision with roadside objects, Church areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,21:48:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Unknown
2.0,8:40:00,Sunday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,School areas
2.0,Unknown,Unknown,Asphalt roads with some distress,Darkness - lights lit,Raining,Vehicle with vehicle collision,Unknown
2.0,21:55:00,Saturday,Asphalt roads with some distress,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,18:34:00,Tuesday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Unknown
2.0,6:26:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Church areas
2.0,15:35:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,16:39:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,  Market areas
2.0,22:30:00,Friday,Other,Darkness - lights lit,Raining,Vehicle with vehicle collision,Residential areas
2.0,4:35:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision, Church areas
2.0,4:35:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,14:00:00,Wednesday,Asphalt roads,Daylight,Raining,Collision with pedestrians,  Recreational areas
2.0,7:30:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,16:16:00,Tuesday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
2.0,19:55:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,7:55:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,4:00:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,0:54:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Rollover,Other
2.0,8:20:00,Wednesday,Asphalt roads with some distress,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,19:57:00,Saturday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,  Recreational areas
2.0,12:34:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,11:30:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,15:59:00,Monday,Asphalt roads,Daylight,Raining,Collision with roadside objects, Hospital areas
2.0,12:45:00,Friday,Asphalt roads,Daylight,Raining,Collision with pedestrians,Residential areas
2.0,18:34:00,Tuesday,Gravel roads,Daylight,Raining,Vehicle with vehicle collision, Church areas
2.0,21:25:00,Monday,Gravel roads,Darkness - lights lit,Raining,Vehicle with vehicle collision, Church areas
2.0,8:20:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,15:00:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision, Church areas
2.0,5:15:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Other
2.0,16:30:00,Saturday,Asphalt roads,Darkness - lights lit,Raining,With Train,Office areas
2.0,14:40:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,20:06:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,School areas
2.0,16:05:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,8:55:00,Thursday,Asphalt roads,Daylight,Raining,Rollover,Other
2.0,12:15:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,21:00:00,Saturday,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,Unknown
2.0,14:20:00,Thursday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Residential areas
2.0,18:20:00,Monday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,7:45:00,Thursday,Asphalt roads,Darkness - no lighting,Raining,Collision with pedestrians,Other
2.0,12:15:00,Wednesday,Asphalt roads,Daylight,Raining,Collision with pedestrians,Office areas
2.0,22:14:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Other,Other
2.0,17:51:00,Sunday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,12:00:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,8:59:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,20:46:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,20:40:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,20:17:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,1:56:00,Saturday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,7:58:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,17:40:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,10:30:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,16:00:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,17:10:00,Wednesday,Asphalt roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Other
2.0,18:20:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,16:49:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,8:59:00,Thursday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,12:00:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,13:45:00,Monday,Asphalt roads,Daylight,Raining,Collision with pedestrians,Other
2.0,11:24:00,Sunday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,13:19:00,Saturday,Other,Daylight,Raining,Collision with pedestrians,Residential areas
2.0,22:10:00,Thursday,Asphalt roads,Darkness - lights lit,Raining,Collision with pedestrians,Other
2.0,15:30:00,Friday,Asphalt roads,Daylight,Raining,Collision with roadside objects,Office areas
2.0,17:35:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,7:30:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Collision with roadside objects,Other
2.0,11:05:00,Monday,Asphalt roads,Daylight,Raining,Rollover, Industrial areas
2.0,15:35:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,17:51:00,Sunday,,Darkness - lights lit,Raining,Vehicle with vehicle collision,Residential areas
2.0,17:44:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,17:20:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,12:15:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,9:25:00,Tuesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,18:10:00,Thursday,Earth roads,Darkness - no lighting,Raining,Vehicle with vehicle collision,Other
2.0,17:55:00,Saturday,Earth roads,Darkness - lights lit,Raining,Rollover,Office areas
2.0,22:25:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,7:58:00,Monday,Asphalt roads,Daylight,Raining,Unknown,Office areas
2.0,18:47:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,23:40:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision, Church areas
2.0,18:45:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,17:00:00,Monday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,  Recreational areas
2.0,18:35:00,Saturday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,19:27:00,Friday,,Daylight,Raining,Vehicle with vehicle collision,Other
2.0,6:26:00,Friday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Residential areas
2.0,17:55:00,Friday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Other
2.0,17:43:00,Wednesday,Asphalt roads,Darkness - lights lit,Raining,Vehicle with vehicle collision,Office areas
2.0,7:41:00,Wednesday,Asphalt roads,Daylight,Raining,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,17:18:00,Monday,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,7:10:00,Wednesday,Asphalt roads,Daylight,Raining and Windy,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Earth roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,0:10:00,Sunday,Earth roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,School areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining and Windy,Collision with roadside objects,Unknown
2.0,11:40:00,Sunday,Asphalt roads,Daylight,Raining and Windy,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,20:30:00,Sunday,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,17:46:00,Monday,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,20:15:00,Tuesday,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Other,Darkness - lights lit,Raining and Windy,Collision with pedestrians,Unknown
2.0,3:55:00,Monday,Other,Darkness - lights lit,Raining and Windy,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,8:13:00,Wednesday,Asphalt roads,Daylight,Raining and Windy,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Gravel roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,20:30:00,Sunday,Gravel roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,6:53:00,Wednesday,Asphalt roads,Daylight,Raining and Windy,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Unknown
2.0,3:55:00,Monday,Asphalt roads,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,Office areas
